food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Baking Ingredients,Starch,100g,381 cal,1600 kJ,1 cup (128 g),488 cal,2048 kJ,1 oz. (28 g),107 cal,448 kJ
Baking Ingredients,Strawberry Preserves,100g,278 cal,1168 kJ,1 tbsp (20 g),56 cal,234 kJ,1 oz. (28 g),78 cal,327 kJ
Baking Ingredients,Sucrose,100g,387 cal,1625 kJ,1 tsp (4 g),15 cal,65 kJ,1 oz. (28 g),108 cal,455 kJ
Baking Ingredients,Sugar,100g,405 cal,1701 kJ,1 tsp (5 g),20 cal,85 kJ,1 oz. (28 g),113 cal,476 kJ
Baking Ingredients,Sunflower Seeds,100g,117 cal,491 kJ,1 serving (20 g),23 cal,98 kJ,1 oz. (28 g),33 cal,137 kJ
Baking Ingredients,Sweetened Condensed Milk,100ml,321 cal,1348 kJ,1 cup (306 ml),982 cal,4125 kJ,1 fl. oz. (30 ml),96 cal,404 kJ
Baking Ingredients,Sweetener,100g,360 cal,1512 kJ,1 packet (1 g),4 cal,15 kJ,1 oz. (28 g),101 cal,423 kJ
Baking Ingredients,Unsalted Butter,100g,717 cal,3011 kJ,1 cup (227 g),1628 cal,6835 kJ,1 oz. (28 g),201 cal,843 kJ
Baking Ingredients,Vanilla Extract,100ml,288 cal,1210 kJ,1 tbsp (13 ml),37 cal,157 kJ,1 fl. oz. (30 ml),86 cal,363 kJ
Baking Ingredients,Vanilla Sugar,100g,357 cal,1499 kJ,1 tsp (2.4 g),7 cal,30 kJ,1 oz. (28 g),100 cal,420 kJ
Baking Ingredients,Vegetable Oil,100g,884 cal,3713 kJ,1 tbsp (13.6 g),115 cal,483 kJ,1 oz. (28 g),248 cal,1040 kJ
Baking Ingredients,Vegetable Shortening,100g,884 cal,3713 kJ,1 tbsp (12.8 g),106 cal,446 kJ,1 oz. (28 g),248 cal,1040 kJ
Baking Ingredients,Walnuts,100g,131 cal,550 kJ,1 walnut (20 g),26 cal,110 kJ,1 oz. (28 g),37 cal,154 kJ
Baking Ingredients,Whole Milk,100ml,61 cal,256 kJ,1 cup (244 ml),149 cal,625 kJ,1 fl. oz. (30 ml),18 cal,77 kJ
Baking Ingredients,Whole Wheat Flour,100g,340 cal,1428 kJ,1 cup (120 g),408 cal,1714 kJ,1 oz. (28 g),95 cal,400 kJ
Baking Ingredients,Xylitol,100g,240 cal,1008 kJ,1 tsp (4 g),10 cal,40 kJ,1 oz. (28 g),67 cal,282 kJ
Baking Ingredients,Yeast (dry),100g,325 cal,1365 kJ,1 tsp (4 g),13 cal,55 kJ,1 oz. (28 g),91 cal,382 kJ
Beef & Veal,Beef,100g,171 cal,718 kJ,6 oz. (168 g),287 cal,1206 kJ,1 oz. (28 g),48 cal,201 kJ
Beef & Veal,Beef Brisket,100g,137 cal,575 kJ,1 piece (178 g),244 cal,1024 kJ,1 oz. (28 g),38 cal,161 kJ
Beef & Veal,Beef Fillet,100g,189 cal,794 kJ,6 oz. (168 g),318 cal,1334 kJ,1 oz. (28 g),53 cal,222 kJ
Beef & Veal,Beef Goulash,100g,123 cal,517 kJ,1 cup (227 g),279 cal,1174 kJ,1 oz. (28 g),34 cal,145 kJ
Beef & Veal,Beef Minute Steak,100g,133 cal,559 kJ,6 oz. (168 g),223 cal,939 kJ,1 oz. (28 g),37 cal,157 kJ
Beef & Veal,Beef Neck,100g,213 cal,895 kJ,1 piece (224 g),477 cal,2005 kJ,1 oz. (28 g),60 cal,251 kJ
Beef & Veal,Beef Pancreas,100g,271 cal,1138 kJ,1 piece (222 g),602 cal,2526 kJ,1 oz. (28 g),76 cal,319 kJ
Beef & Veal,Beef Patty,100g,247 cal,1037 kJ,1 patty  (64 g),158 cal,664 kJ,1 oz. (28 g),69 cal,290 kJ
Beef & Veal,Beef Prime Rib,100g,404 cal,1697 kJ,1 piece (278 g),1123 cal,4718 kJ,1 oz. (28 g),113 cal,475 kJ
Beef & Veal,Beef Ribs,100g,196 cal,823 kJ,1 rib (340 g),666 cal,2798 kJ,1 oz. (28 g),55 cal,230 kJ
Beef & Veal,Beef Sirloin,100g,182 cal,764 kJ,1 serving (85 g),155 cal,649 kJ,1 oz. (28 g),51 cal,214 kJ
Beef & Veal,Beef Suet,100g,854 cal,3587 kJ,1 oz. (28 g),239 cal,1004 kJ,1 oz. (28 g),239 cal,1004 kJ
Beef & Veal,Beef Tallow,100g,902 cal,3788 kJ,1 cup (205 g),1849 cal,7765 kJ,1 oz. (28 g),253 cal,1061 kJ
Beef & Veal,Beef Thymus,100g,319 cal,1340 kJ,1 piece (381 g),1215 cal,5105 kJ,1 oz. (28 g),89 cal,375 kJ
Beef & Veal,Beef Tripe,100g,94 cal,395 kJ,1 serving (85 g),80 cal,336 kJ,1 oz. (28 g),26 cal,111 kJ
Beef & Veal,Chuck Roast,100g,141 cal,592 kJ,1 piece (224 g),316 cal,1326 kJ,1 oz. (28 g),39 cal,166 kJ
Beef & Veal,Chuck Steak,100g,137 cal,575 kJ,1 piece (340 g),466 cal,1955 kJ,1 oz. (28 g),38 cal,161 kJ
Beef & Veal,Filet Mignon,100g,207 cal,869 kJ,6 oz. (168 g),348 cal,1460 kJ,1 oz. (28 g),58 cal,243 kJ
Beef & Veal,Flank Steak,100g,194 cal,815 kJ,1 steak (320 g),621 cal,2608 kJ,1 oz. (28 g),54 cal,228 kJ
Beef & Veal,Ground Beef,100g,241 cal,1012 kJ,6 oz. (168 g),405 cal,1700 kJ,1 oz. (28 g),67 cal,283 kJ
Beef & Veal,Ground Chuck,100g,250 cal,1050 kJ,6 oz. (168 g),420 cal,1764 kJ,1 oz. (28 g),70 cal,294 kJ
Beef & Veal,Ground Round,100g,212 cal,890 kJ,6 oz. (168 g),356 cal,1495 kJ,1 oz. (28 g),59 cal,249 kJ
Beef & Veal,Minced Veal,100g,143 cal,601 kJ,6 oz. (168 g),240 cal,1010 kJ,1 oz. (28 g),40 cal,168 kJ
Beef & Veal,Porterhouse Steak,100g,247 cal,1037 kJ,1 steak (320 g),790 cal,3318 kJ,1 oz. (28 g),69 cal,290 kJ
Beef & Veal,Rib Eye Steak,100g,217 cal,911 kJ,1 steak (281 g),610 cal,2560 kJ,1 oz. (28 g),61 cal,255 kJ
Beef & Veal,Roast Beef,100g,187 cal,785 kJ,1 slice (341 g),638 cal,2677 kJ,1 oz. (28 g),52 cal,220 kJ
Beef & Veal,Rump Steak,100g,171 cal,718 kJ,1 steak (205 g),351 cal,1472 kJ,1 oz. (28 g),48 cal,201 kJ
Beef & Veal,Skirt Steak,100g,205 cal,861 kJ,6 oz. (168 g),344 cal,1446 kJ,1 oz. (28 g),57 cal,241 kJ
Beef & Veal,Stew Beef,100g,191 cal,802 kJ,1 lb. (454 g),867 cal,3641 kJ,1 oz. (28 g),53 cal,225 kJ
Beef & Veal,Strip Steak,100g,117 cal,491 kJ,3 slices (34 g),40 cal,167 kJ,1 oz. (28 g),33 cal,137 kJ
Beef & Veal,T-Bone-Steak,100g,221 cal,928 kJ,6 oz. (168 g),371 cal,1559 kJ,1 oz. (28 g),62 cal,260 kJ
Beef & Veal,Veal,100g,282 cal,1184 kJ,1 piece (291 g),821 cal,3445 kJ,1 oz. (28 g),79 cal,332 kJ
Beef & Veal,Veal Breast,100g,282 cal,1184 kJ,1 piece (291 g),821 cal,3445 kJ,1 oz. (28 g),79 cal,332 kJ
Beef & Veal,Veal Leg,100g,211 cal,886 kJ,1 piece (272 g),574 cal,2410 kJ,1 oz. (28 g),59 cal,248 kJ
Beef & Veal,Veal Roast Beef,100g,175 cal,735 kJ,1 piece (208 g),364 cal,1529 kJ,1 oz. (28 g),49 cal,206 kJ
Beef & Veal,Veal Shank,100g,177 cal,743 kJ,1 piece (223 g),395 cal,1657 kJ,1 oz. (28 g),50 cal,208 kJ
Beef & Veal,Veal Shoulder,100g,183 cal,769 kJ,1 piece (283 g),518 cal,2176 kJ,1 oz. (28 g),51 cal,215 kJ
Beef & Veal,Veal Sirloin,100g,204 cal,857 kJ,1 piece (183 g),373 cal,1568 kJ,1 oz. (28 g),57 cal,240 kJ
Beef & Veal,Veal Tenderloin,100g,217 cal,911 kJ,1 piece (229 g),497 cal,2086 kJ,1 oz. (28 g),61 cal,255 kJ
Beer,Ale,100ml,35 cal,147 kJ,1 can/bottle (354 ml),124 cal,520 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Beer,Altbier,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Beer,Bass,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Beer,Beck’s,100ml,39 cal,164 kJ,1 can/bottle (354 ml),138 cal,581 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
Beer,Beer,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Beer,Blue Moon,100ml,48 cal,202 kJ,1 can/bottle (354 ml),170 cal,715 kJ,1 fl. oz. (30 ml),14 cal,61 kJ
Beer,Bock Beer,100ml,50 cal,210 kJ,1 can/bottle (354 ml),177 cal,743 kJ,1 fl. oz. (30 ml),15 cal,63 kJ
Beer,Buckler (N.A.),100ml,21 cal,88 kJ,1 can/bottle (354 ml),74 cal,312 kJ,1 fl. oz. (30 ml),6 cal,26 kJ
Beer,Bud Ice,100ml,35 cal,147 kJ,1 can/bottle (354 ml),124 cal,520 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Beer,Bud Light,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Beer,Bud Light Chelada,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Beer,Bud Light Lime,100ml,34 cal,143 kJ,1 can/bottle (354 ml),120 cal,506 kJ,1 fl. oz. (30 ml),10 cal,43 kJ
Beer,Bud Select,100ml,28 cal,118 kJ,1 can/bottle (354 ml),99 cal,418 kJ,1 fl. oz. (30 ml),8 cal,35 kJ
Beer,Bud Select 55,100ml,15 cal,63 kJ,1 can/bottle (354 ml),53 cal,223 kJ,1 fl. oz. (30 ml),5 cal,19 kJ
Beer,Budweiser,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Beer,Budweiser Chelada,100ml,52 cal,218 kJ,1 can/bottle (354 ml),184 cal,772 kJ,1 fl. oz. (30 ml),16 cal,65 kJ
Beer,Busch,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Beer,Busch Light,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Beer,Busch N.A.,100ml,17 cal,71 kJ,1 can/bottle (354 ml),60 cal,251 kJ,1 fl. oz. (30 ml),5 cal,21 kJ
Beer,Carlsberg,100ml,32 cal,134 kJ,1 can/bottle (354 ml),113 cal,474 kJ,1 fl. oz. (30 ml),10 cal,40 kJ
Beer,Clausthaler (N.A.),100ml,26 cal,109 kJ,1 can/bottle (354 ml),92 cal,386 kJ,1 fl. oz. (30 ml),8 cal,33 kJ
Beer,Colt 45,100ml,44 cal,185 kJ,1 can/bottle (354 ml),156 cal,655 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Beer,Coors,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Coors Light,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Beer,Coors N.A.,100ml,18 cal,76 kJ,1 can/bottle (354 ml),64 cal,269 kJ,1 fl. oz. (30 ml),5 cal,23 kJ
Beer,Corona,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Dark Beer,100ml,46 cal,193 kJ,1 can/bottle (354 ml),163 cal,683 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Beer,Genesee Cream Ale,100ml,46 cal,193 kJ,1 can/bottle (354 ml),163 cal,683 kJ,1 fl. oz. (30 ml),14 cal,58 kJ
Beer,Ginger Beer,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Guinness,100ml,35 cal,147 kJ,1 pint (568 ml),199 cal,835 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Beer,Heineken,100ml,35 cal,147 kJ,1 can/bottle (354 ml),124 cal,520 kJ,1 fl. oz. (30 ml),11 cal,44 kJ
Beer,Honey Brown,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Hurricane High Gravity,100ml,39 cal,164 kJ,1 can/bottle (354 ml),138 cal,581 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
Beer,IPA,100ml,51 cal,214 kJ,1 can/bottle (354 ml),181 cal,758 kJ,1 fl. oz. (30 ml),15 cal,64 kJ
Beer,Keystone Ice,100ml,40 cal,168 kJ,1 can/bottle (354 ml),142 cal,595 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Beer,Keystone Light,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Beer,Koelsch,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Beer,Labatt,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Beer,Lager Beer,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Beer,Land Shark,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Light Beer,100ml,29 cal,122 kJ,1 can/bottle (354 ml),103 cal,432 kJ,1 fl. oz. (30 ml),9 cal,37 kJ
Beer,Lowenbrau,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Beer,Malt Beer,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Beer,Michelob Amber Bock,100ml,47 cal,197 kJ,1 can/bottle (354 ml),166 cal,697 kJ,1 fl. oz. (30 ml),14 cal,59 kJ
Beer,Michelob Lager,100ml,44 cal,185 kJ,1 can/bottle (354 ml),156 cal,655 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Beer,Michelob Light,100ml,32 cal,134 kJ,1 can/bottle (354 ml),113 cal,474 kJ,1 fl. oz. (30 ml),10 cal,40 kJ
Beer,Michelob Ultra,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Beer,Michelob Ultra Amber,100ml,26 cal,109 kJ,1 can/bottle (354 ml),92 cal,386 kJ,1 fl. oz. (30 ml),8 cal,33 kJ
Beer,Michelob Ultra Lime Cactus,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Beer,Miller Chill,100ml,31 cal,130 kJ,1 can/bottle (354 ml),110 cal,460 kJ,1 fl. oz. (30 ml),9 cal,39 kJ
Beer,Miller Genuine Draft,100ml,40 cal,168 kJ,1 can/bottle (354 ml),142 cal,595 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Beer,Miller High Life,100ml,40 cal,168 kJ,1 can/bottle (354 ml),142 cal,595 kJ,1 fl. oz. (30 ml),12 cal,50 kJ
Beer,Miller High Life Light,100ml,31 cal,130 kJ,1 can/bottle (354 ml),110 cal,460 kJ,1 fl. oz. (30 ml),9 cal,39 kJ
Beer,Miller Lite,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Beer,Milwaukee’s Best,100ml,36 cal,151 kJ,1 can/bottle (354 ml),127 cal,535 kJ,1 fl. oz. (30 ml),11 cal,45 kJ
Beer,Milwaukee’s Best Light,100ml,28 cal,118 kJ,1 can/bottle (354 ml),99 cal,418 kJ,1 fl. oz. (30 ml),8 cal,35 kJ
Beer,Molson,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Natural Ice,100ml,44 cal,185 kJ,1 can/bottle (354 ml),156 cal,655 kJ,1 fl. oz. (30 ml),13 cal,56 kJ
Beer,Natural Light,100ml,27 cal,113 kJ,1 can/bottle (354 ml),96 cal,400 kJ,1 fl. oz. (30 ml),8 cal,34 kJ
Beer,Newcastle,100ml,39 cal,164 kJ,1 can/bottle (354 ml),138 cal,581 kJ,1 fl. oz. (30 ml),12 cal,49 kJ
Beer,Non-alcoholic Beer,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Beer,Old Milwaukee,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Beer,Old Milwaukee N.A.,100ml,16 cal,67 kJ,1 can/bottle (354 ml),57 cal,237 kJ,1 fl. oz. (30 ml),5 cal,20 kJ
Beer,Olde English,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Beer,O’Doul’s (N.A.),100ml,19 cal,80 kJ,1 can/bottle (354 ml),67 cal,283 kJ,1 fl. oz. (30 ml),6 cal,24 kJ
Beer,Pabst Blue Ribbon,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Beer,Pale Ale,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Pilsner,100ml,43 cal,181 kJ,1 can/bottle (354 ml),152 cal,641 kJ,1 fl. oz. (30 ml),13 cal,54 kJ
Beer,Porter,100ml,54 cal,227 kJ,1 can/bottle (354 ml),191 cal,804 kJ,1 fl. oz. (30 ml),16 cal,68 kJ
Beer,Redbridge (Gluten-free),100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Beer,Rolling Rock,100ml,37 cal,155 kJ,1 can/bottle (354 ml),131 cal,549 kJ,1 fl. oz. (30 ml),11 cal,47 kJ
Beer,Rolling Rock Light,100ml,30 cal,126 kJ,1 can/bottle (354 ml),106 cal,446 kJ,1 fl. oz. (30 ml),9 cal,38 kJ
Beer,Root Beer,100ml,41 cal,172 kJ,1 can/bottle (354 ml),145 cal,609 kJ,1 fl. oz. (30 ml),12 cal,52 kJ
Beer,Samuel Adams,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Beer,Shock Top,100ml,47 cal,197 kJ,1 can/bottle (354 ml),166 cal,697 kJ,1 fl. oz. (30 ml),14 cal,59 kJ
Beer,Shock Top Raspberry Wheat,100ml,50 cal,210 kJ,1 can/bottle (354 ml),177 cal,743 kJ,1 fl. oz. (30 ml),15 cal,63 kJ
Beer,Sierra Nevada Strong,100ml,62 cal,260 kJ,1 can/bottle (354 ml),219 cal,920 kJ,1 fl. oz. (30 ml),19 cal,78 kJ
Beer,Sparks,100ml,74 cal,311 kJ,1 can/bottle (354 ml),262 cal,1101 kJ,1 fl. oz. (30 ml),22 cal,93 kJ
Beer,St. Pauli Girl,100ml,42 cal,176 kJ,1 can/bottle (354 ml),149 cal,623 kJ,1 fl. oz. (30 ml),13 cal,53 kJ
Beer,Steel Reserve,100ml,63 cal,265 kJ,1 can/bottle (354 ml),223 cal,938 kJ,1 fl. oz. (30 ml),19 cal,80 kJ
Beer,Stout,100ml,51 cal,214 kJ,1 can/bottle (354 ml),181 cal,758 kJ,1 fl. oz. (30 ml),15 cal,64 kJ
Beer,Stout Beer,100ml,51 cal,214 kJ,1 can/bottle (354 ml),181 cal,758 kJ,1 fl. oz. (30 ml),15 cal,64 kJ
Beer,Strong Beer,100ml,55 cal,231 kJ,1 can/bottle (354 ml),195 cal,818 kJ,1 fl. oz. (30 ml),17 cal,69 kJ
Beer,Tilt,100ml,64 cal,269 kJ,1 can/bottle (354 ml),227 cal,952 kJ,1 fl. oz. (30 ml),19 cal,81 kJ
Beer,Wheat Beer,100ml,45 cal,189 kJ,1 can/bottle (354 ml),159 cal,669 kJ,1 fl. oz. (30 ml),14 cal,57 kJ
Cakes & Pies,Angel Food Cake,100g,258 cal,1084 kJ,1 piece (28 g),72 cal,304 kJ,1 oz. (28 g),72 cal,304 kJ
Cakes & Pies,Apple Cake,100g,252 cal,1058 kJ,1 serving (100 g),252 cal,1058 kJ,1 oz. (28 g),71 cal,296 kJ
Cakes & Pies,Apple Cobbler,100g,198 cal,832 kJ,1 serving (100 g),198 cal,832 kJ,1 oz. (28 g),55 cal,233 kJ
Cakes & Pies,Apple Crisp,100g,156 cal,655 kJ,1 serving (100 g),156 cal,655 kJ,1 oz. (28 g),44 cal,183 kJ
Cakes & Pies,Apple Crumble,100g,156 cal,655 kJ,1 serving (100 g),156 cal,655 kJ,1 oz. (28 g),44 cal,183 kJ
Cakes & Pies,Apple Pie,100g,237 cal,995 kJ,1 slice (125 g),296 cal,1244 kJ,1 oz. (28 g),66 cal,279 kJ
Cakes & Pies,Apple Strudel,100g,274 cal,1151 kJ,1 piece (71 g),195 cal,817 kJ,1 oz. (28 g),77 cal,322 kJ
Cakes & Pies,Apple Turnover,100g,348 cal,1462 kJ,1 turnover (82 g),285 cal,1199 kJ,1 oz. (28 g),97 cal,409 kJ
Cakes & Pies,Applesauce Cake,100g,358 cal,1504 kJ,1 piece (62 g),222 cal,932 kJ,1 oz. (28 g),100 cal,421 kJ
Cakes & Pies,Baked Alaska,100g,247 cal,1037 kJ,1 piece (103 g),254 cal,1068 kJ,1 oz. (28 g),69 cal,290 kJ
Cakes & Pies,Bakewell Tart,100g,430 cal,1806 kJ,1 piece (59 g),254 cal,1066 kJ,1 oz. (28 g),120 cal,506 kJ
Cakes & Pies,Banoffee Pie,100g,395 cal,1659 kJ,1 serving (100 g),395 cal,1659 kJ,1 oz. (28 g),111 cal,465 kJ
Cakes & Pies,Birthday Cake,100g,465 cal,1953 kJ,1 piece (85 g),395 cal,1660 kJ,1 oz. (28 g),130 cal,547 kJ
Cakes & Pies,Black and White Cookie,100g,381 cal,1600 kJ,1 cookie (113 g),431 cal,1808 kJ,1 oz. (28 g),107 cal,448 kJ
Cakes & Pies,Black Forest Cake,100g,264 cal,1109 kJ,1 piece (107 g),282 cal,1187 kJ,1 oz. (28 g),74 cal,311 kJ
Cakes & Pies,Blueberry Cobbler,100g,234 cal,983 kJ,1 slice (100 g),234 cal,983 kJ,1 oz. (28 g),66 cal,275 kJ
Cakes & Pies,Blueberry Muffin,100g,377 cal,1583 kJ,1 muffin (57 g),215 cal,902 kJ,1 oz. (28 g),106 cal,443 kJ
Cakes & Pies,Blueberry Pie,100g,232 cal,974 kJ,1 piece (125 g),290 cal,1218 kJ,1 oz. (28 g),65 cal,273 kJ
Cakes & Pies,Bundt Cake,100g,370 cal,1554 kJ,1 slice (91 g),337 cal,1414 kJ,1 oz. (28 g),104 cal,435 kJ
Cakes & Pies,Buttermilk Pie,100g,380 cal,1596 kJ,1 piece (144 g),547 cal,2298 kJ,1 oz. (28 g),106 cal,447 kJ
Cakes & Pies,Caramel Cake,100g,475 cal,1995 kJ,1 slice (64 g),304 cal,1277 kJ,1 oz. (28 g),133 cal,559 kJ
Cakes & Pies,Carrot Cake,100g,408 cal,1714 kJ,1 piece (133 g),543 cal,2280 kJ,1 oz. (28 g),114 cal,480 kJ
Cakes & Pies,Cheesecake,100g,321 cal,1348 kJ,1 piece (80 g),257 cal,1078 kJ,1 oz. (28 g),90 cal,377 kJ
Cakes & Pies,Cherry Pie,100g,260 cal,1092 kJ,1 piece (125 g),325 cal,1365 kJ,1 oz. (28 g),73 cal,306 kJ
Cakes & Pies,Chess Pie,100g,411 cal,1726 kJ,1 piece (89 g),366 cal,1536 kJ,1 oz. (28 g),115 cal,483 kJ
Cakes & Pies,Chocolate Cake,100g,389 cal,1634 kJ,1 piece (138 g),537 cal,2255 kJ,1 oz. (28 g),109 cal,458 kJ
Cakes & Pies,Chocolate Cream Pie,100g,304 cal,1277 kJ,1 piece (99 g),301 cal,1264 kJ,1 oz. (28 g),85 cal,358 kJ
Cakes & Pies,Chocolate Mousse Cake,100g,260 cal,1092 kJ,1 piece (95 g),247 cal,1037 kJ,1 oz. (28 g),73 cal,306 kJ
Cakes & Pies,Chocolate Mousse Pie,100g,260 cal,1092 kJ,1 piece (95 g),247 cal,1037 kJ,1 oz. (28 g),73 cal,306 kJ
Cakes & Pies,Chocolate Muffin,100g,420 cal,1764 kJ,1 muffin (100 g),420 cal,1764 kJ,1 oz. (28 g),118 cal,494 kJ
Cakes & Pies,Coconut Cake,100g,356 cal,1495 kJ,1 piece (66 g),235 cal,987 kJ,1 oz. (28 g),100 cal,419 kJ
Cakes & Pies,Coffee Cake,100g,331 cal,1390 kJ,1 piece (90 g),298 cal,1251 kJ,1 oz. (28 g),93 cal,389 kJ
Cakes & Pies,Cream Puff,100g,334 cal,1403 kJ,1 cream puff (130 g),434 cal,1824 kJ,1 oz. (28 g),94 cal,393 kJ
Cakes & Pies,Crumb Cake,100g,441 cal,1852 kJ,1 piece (57 g),251 cal,1056 kJ,1 oz. (28 g),123 cal,519 kJ
Cakes & Pies,Cupcake,100g,305 cal,1281 kJ,1 cupcake (43 g),131 cal,551 kJ,1 oz. (28 g),85 cal,359 kJ
Cakes & Pies,Danish Pastry,100g,374 cal,1571 kJ,1 pastry (71 g),266 cal,1115 kJ,1 oz. (28 g),105 cal,440 kJ
Cakes & Pies,Donut,100g,403 cal,1693 kJ,1 donut (60 g),242 cal,1016 kJ,1 oz. (28 g),113 cal,474 kJ
Cakes & Pies,Doughnut,100g,403 cal,1693 kJ,1 doughnut (60 g),242 cal,1016 kJ,1 oz. (28 g),113 cal,474 kJ
Cakes & Pies,Flan,100g,145 cal,609 kJ,1/2 cup (153 g),222 cal,932 kJ,1 oz. (28 g),41 cal,171 kJ
Cakes & Pies,Flourless Chocolate Cake,100g,509 cal,2138 kJ,1 piece (80 g),407 cal,1710 kJ,1 oz. (28 g),143 cal,599 kJ
Cakes & Pies,French Cruller,100g,412 cal,1730 kJ,1 cruller (41 g),169 cal,709 kJ,1 oz. (28 g),115 cal,484 kJ
Cakes & Pies,Fruit Cake,100g,324 cal,1361 kJ,1 piece (43 g),139 cal,585 kJ,1 oz. (28 g),91 cal,381 kJ
Cakes & Pies,Funnel Cake,100g,307 cal,1289 kJ,1 cake (90 g),276 cal,1160 kJ,1 oz. (28 g),86 cal,361 kJ
Cakes & Pies,German Chocolate Cake,100g,370 cal,1554 kJ,1 piece (110 g),407 cal,1709 kJ,1 oz. (28 g),104 cal,435 kJ
Cakes & Pies,Gingerbread,100g,356 cal,1495 kJ,1 piece (74 g),263 cal,1106 kJ,1 oz. (28 g),100 cal,419 kJ
